,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Adj Close
1,2022-10-04,55300.0,55400.0,54500.0,55200.0,19148435.0,0.0,0.0,005930.KS,
2,2022-10-05,56900.0,57200.0,55400.0,56000.0,22458970.0,0.0,0.0,005930.KS,
3,2022-10-06,56700.0,57300.0,56300.0,56300.0,14944446.0,0.0,0.0,005930.KS,
4,2022-10-07,55900.0,56900.0,55200.0,56200.0,16886813.0,0.0,0.0,005930.KS,
0,2022-10-03,79.76000213623047,80.92500305175781,78.05000305175781,80.44999694824219,13249600.0,0.0,0.0,BABA,
1,2022-10-04,83.0,85.03299713134766,82.33999633789062,84.11000061035156,18252000.0,0.0,0.0,BABA,
2,2022-10-05,84.0999984741211,86.29000091552734,83.25,84.38999938964844,13194000.0,0.0,0.0,BABA,
3,2022-10-06,84.06999969482422,85.25,83.5199966430664,84.31999969482422,11583600.0,0.0,0.0,BABA,
4,2022-10-07,82.3499984741211,83.70999908447266,80.75499725341797,81.23999786376953,11621000.0,0.0,0.0,BABA,
0,2022-10-03,423.6000061035156,435.510009765625,421.0199890136719,431.67999267578125,1452400.0,0.0,0.0,ASML,
1,2022-10-04,461.2099914550781,467.7699890136719,455.7799987792969,465.1099853515625,1954600.0,0.0,0.0,ASML,
2,2022-10-05,456.94000244140625,474.75,453.04998779296875,469.2900085449219,1193800.0,0.0,0.0,ASML,
3,2022-10-06,465.2900085449219,474.17999267578125,461.489990234375,462.1400146484375,926100.0,0.0,0.0,ASML,
4,2022-10-07,446.5,448.7200012207031,432.739990234375,434.260009765625,1411900.0,0.0,0.0,ASML,
0,2022-10-03,449.239990234375,460.95001220703125,446.9700012207031,456.7799987792969,2147900.0,0.0,0.0,AVGO,
1,2022-10-04,468.5,480.1600036621094,465.8599853515625,479.8599853515625,2727700.0,0.0,0.0,AVGO,
2,2022-10-05,472.54998779296875,488.0899963378906,471.4599914550781,484.79998779296875,1849300.0,0.0,0.0,AVGO,
3,2022-10-06,483.7900085449219,489.70001220703125,478.7200012207031,479.5,1725000.0,0.0,0.0,AVGO,
4,2022-10-07,472.3800048828125,473.3399963378906,459.0199890136719,460.4800109863281,2841100.0,0.0,0.0,AVGO,
0,2022-10-03,60.9900016784668,63.2400016784668,60.810001373291016,63.08000183105469,9661400.0,0.0,0.0,ORCL,
1,2022-10-04,63.79999923706055,65.83000183105469,63.79999923706055,65.69000244140625,9892600.0,0.0,0.0,ORCL,
2,2022-10-05,65.33999633789062,67.19000244140625,64.9800033569336,66.63999938964844,9201600.0,0.0,0.0,ORCL,
3,2022-10-06,66.33000183105469,66.80999755859375,65.22000122070312,65.30000305175781,6992000.0,0.0,0.0,ORCL,
4,2022-10-07,64.48999786376953,64.62000274658203,62.7400016784668,63.290000915527344,7137900.0,0.0,0.0,ORCL,
0,2022-10-03,278.2699890136719,286.8999938964844,277.0,285.239990234375,3738100.0,0.0,0.0,ADBE,
1,2022-10-04,290.95001220703125,296.7900085449219,290.17999267578125,294.9700012207031,4509200.0,0.0,0.0,ADBE,
2,2022-10-05,291.4100036621094,298.80999755859375,289.17999267578125,297.3800048828125,3469600.0,0.0,0.0,ADBE,
3,2022-10-06,297.1499938964844,305.5,297.1000061035156,298.4100036621094,4884000.0,0.0,0.0,ADBE,
4,2022-10-07,291.3599853515625,293.7099914550781,286.8299865722656,288.7699890136719,3495300.0,0.0,0.0,ADBE,
0,2022-10-03,144.97999572753906,148.9600067138672,143.89999389648438,147.89999389648438,6819900.0,0.0,0.0,CRM,
1,2022-10-04,151.6999969482422,157.4199981689453,151.22000122070312,155.72999572753906,8017900.0,0.0,0.0,CRM,
2,2022-10-05,152.1999969482422,156.9600067138672,151.94000244140625,156.22999572753906,4256200.0,0.0,0.0,CRM,
3,2022-10-06,155.72000122070312,158.25,154.44000244140625,155.4600067138672,3853900.0,0.0,0.0,CRM,
4,2022-10-07,151.8000030517578,153.1699981689453,149.27000427246094,150.2899932861328,5954600.0,0.0,0.0,CRM,
0,2022-10-03,40.29570312409749,41.14778895742636,40.09754679228221,40.90999984741211,22203600.0,0.0,0.0,CSCO,
1,2022-10-04,41.560001373291016,42.040000915527344,41.38999938964844,41.81999969482422,22889400.0,0.38,0.0,CSCO,
2,2022-10-05,41.59000015258789,42.25,41.400001525878906,41.9900016784668,14289700.0,0.0,0.0,CSCO,
3,2022-10-06,41.650001525878906,42.09000015258789,41.369998931884766,41.52000045776367,18198800.0,0.0,0.0,CSCO,
4,2022-10-07,41.25,41.25,40.08000183105469,40.27000045776367,19048500.0,0.0,0.0,CSCO,
0,2022-10-03,157.41000366210938,160.63999938964844,156.0800018310547,159.83999633789062,6668500.0,0.0,0.0,TXN,
1,2022-10-04,163.0500030517578,165.74000549316406,162.58999633789062,165.14999389648438,7233100.0,0.0,0.0,TXN,
2,2022-10-05,164.32000732421875,169.22999572753906,163.47000122070312,167.8000030517578,5262600.0,0.0,0.0,TXN,
3,2022-10-06,167.77999877929688,169.14999389648438,165.77000427246094,166.5399932861328,4171000.0,0.0,0.0,TXN,
4,2022-10-07,164.02000427246094,165.05999755859375,158.61000061035156,159.27999877929688,8305200.0,0.0,0.0,TXN,
0,2022-10-03,114.98999786376953,118.31999969482422,113.66999816894531,117.22000122070312,7481700.0,0.0,0.0,QCOM,
1,2022-10-04,120.4000015258789,122.44999694824219,120.31999969482422,122.37000274658203,6637200.0,0.0,0.0,QCOM,
2,2022-10-05,120.87999725341797,125.55999755859375,120.52999877929688,124.88999938964844,7070300.0,0.0,0.0,QCOM,
3,2022-10-06,124.51000213623047,127.20999908447266,124.4000015258789,125.27999877929688,6238600.0,0.0,0.0,QCOM,
4,2022-10-07,122.62000274658203,124.11000061035156,120.31999969482422,120.91000366210938,8616700.0,0.0,0.0,QCOM,
0,2022-10-03,64.45999908447266,66.91000366210938,63.38999938964844,66.11000061035156,83841600.0,0.0,0.0,AMD,
1,2022-10-04,68.2699966430664,69.18000030517578,67.33000183105469,67.9000015258789,77160500.0,0.0,0.0,AMD,
2,2022-10-05,66.58999633789062,68.69000244140625,64.5199966430664,67.94000244140625,87127400.0,0.0,0.0,AMD,
3,2022-10-06,67.81999969482422,70.29000091552734,67.66000366210938,67.8499984741211,98325900.0,0.0,0.0,AMD,
4,2022-10-07,64.01000213623047,64.02999877929688,58.220001220703125,58.439998626708984,163577800.0,0.0,0.0,AMD,
0,2022-10-03,26.329999923706055,27.25,26.06999969482422,26.969999313354492,44096200.0,0.0,0.0,INTC,
1,2022-10-04,27.43000030517578,27.799999237060547,27.09000015258789,27.700000762939453,42427500.0,0.0,0.0,INTC,
2,2022-10-05,27.3700008392334,27.84000015258789,26.889999389648438,27.639999389648438,30120000.0,0.0,0.0,INTC,
3,2022-10-06,27.440000534057617,27.760000228881836,27.0,27.18000030517578,33985100.0,0.0,0.0,INTC,
4,2022-10-07,26.170000076293945,26.280000686645508,25.649999618530273,25.719999313354492,57167100.0,0.0,0.0,INTC,
0,2022-09-30,171.60000610351562,171.60000610351562,160.89999389648438,165.60000610351562,19211935.0,0.0,0.0,3690.HK,
1,2022-10-03,164.39999389648438,165.89999389648438,159.8000030517578,161.6999969482422,13299004.0,0.0,0.0,3690.HK,
2,2022-10-05,168.39999389648438,177.0,168.0,174.89999389648438,23594372.0,0.0,0.0,3690.HK,
3,2022-10-06,177.5,179.39999389648438,173.3000030517578,177.10000610351562,11941492.0,0.0,0.0,3690.HK,
4,2022-10-07,175.39999389648438,177.5,172.8000030517578,172.89999389648438,6408263.0,0.0,0.0,3690.HK,
0,2022-10-03,388.5857622767031,398.77649801535256,387.2682444439625,396.0516357421875,1819000.0,0.0,0.0,INTU,
1,2022-10-04,405.6734687346592,413.9378516835308,404.4158353098234,411.23297119140625,1788900.0,0.0,0.0,INTU,
2,2022-10-05,404.5356048295965,416.652723794215,400.0341312598279,412.79998779296875,1200800.0,0.0,0.0,INTU,
3,2022-10-06,412.3699951171875,417.29998779296875,407.2200012207031,411.32000732421875,1282700.0,0.78,0.0,INTU,
4,2022-10-07,402.1600036621094,403.7200012207031,391.3900146484375,392.9599914550781,1414300.0,0.0,0.0,INTU,
0,2022-10-03,120.16000366210938,122.20999908447266,119.5999984741211,121.51000213623047,4261700.0,0.0,0.0,IBM,
1,2022-10-04,122.80000305175781,125.6500015258789,122.5199966430664,125.5,4566100.0,0.0,0.0,IBM,
2,2022-10-05,124.70999908447266,126.45999908447266,124.2300033569336,125.73999786376953,3212900.0,0.0,0.0,IBM,
3,2022-10-06,124.87999725341797,125.30000305175781,121.7699966430664,122.2300033569336,5074600.0,0.0,0.0,IBM,
4,2022-10-07,121.5,121.80000305175781,118.06999969482422,118.81999969482422,4498200.0,0.0,0.0,IBM,
0,2022-10-03,87.52999877929688,88.05999755859375,85.44499969482422,87.18000030517578,10416300.0,0.0,0.0,PYPL,
1,2022-10-04,89.55000305175781,93.0,89.5,92.79000091552734,11239500.0,0.0,0.0,PYPL,
2,2022-10-05,91.0199966430664,94.61000061035156,90.98999786376953,93.83000183105469,9803500.0,0.0,0.0,PYPL,
3,2022-10-06,93.22000122070312,95.56999969482422,93.22000122070312,94.41999816894531,8652300.0,0.0,0.0,PYPL,
4,2022-10-07,92.18000030517578,92.81999969482422,89.68499755859375,90.16999816894531,9225500.0,0.0,0.0,PYPL,
0,2022-10-03,82.44999694824219,84.12000274658203,82.02999877929688,83.94000244140625,1686600.0,0.0,0.0,SAP,
1,2022-10-04,86.81999969482422,88.3499984741211,86.54000091552734,88.04000091552734,1626500.0,0.0,0.0,SAP,
2,2022-10-05,86.19000244140625,87.44999694824219,85.58999633789062,87.18000030517578,1225200.0,0.0,0.0,SAP,
3,2022-10-06,86.58999633789062,87.22000122070312,86.16999816894531,86.36000061035156,1249700.0,0.0,0.0,SAP,
4,2022-10-07,85.38999938964844,85.5199966430664,84.1500015258789,84.52999877929688,1140700.0,0.0,0.0,SAP,
0,2022-10-03,65.45999908447266,66.5,65.30000305175781,66.16000366210938,1746300.0,0.0,0.0,SONY,
1,2022-10-04,67.73999786376953,68.47000122070312,67.41999816894531,68.23999786376953,1144500.0,0.0,0.0,SONY,
2,2022-10-05,67.22000122070312,68.05000305175781,66.72000122070312,67.61000061035156,635000.0,0.0,0.0,SONY,
3,2022-10-06,67.94000244140625,68.38999938964844,67.20999908447266,67.41000366210938,859600.0,0.0,0.0,SONY,
4,2022-10-07,67.4800033569336,67.93000030517578,66.19000244140625,66.41000366210938,804500.0,0.0,0.0,SONY,
0,2022-10-03,237.85000610351562,241.5399932861328,232.85000610351562,239.0399932861328,8657400.0,0.0,0.0,NFLX,
1,2022-10-04,244.83999633789062,245.8000030517578,233.25,240.74000549316406,13925900.0,0.0,0.0,NFLX,
2,2022-10-05,238.75999450683594,241.58999633789062,227.3800048828125,236.72999572753906,10825600.0,0.0,0.0,NFLX,
3,2022-10-06,236.67999267578125,244.27999877929688,233.91000366210938,240.02000427246094,9188900.0,0.0,0.0,NFLX,
4,2022-10-07,235.77000427246094,237.3300018310547,224.27999877929688,224.75,9784800.0,0.0,0.0,NFLX,
0,2022-10-03,228.35000610351562,233.47000122070312,227.69000244140625,232.25,1784200.0,0.0,0.0,ADP,
1,2022-10-04,234.97000122070312,237.9600067138672,234.41000366210938,236.6199951171875,1941000.0,0.0,0.0,ADP,
2,2022-10-05,235.42999267578125,241.1300048828125,234.0500030517578,239.0500030517578,1659100.0,0.0,0.0,ADP,
3,2022-10-06,239.3800048828125,240.97000122070312,234.60000610351562,234.88999938964844,1497700.0,0.0,0.0,ADP,
4,2022-10-07,231.9499969482422,232.72000122070312,225.91000366210938,227.1199951171875,2068400.0,0.0,0.0,ADP,
0,2022-10-03,380.0799865722656,394.0199890136719,374.7300109863281,391.7099914550781,2327600.0,0.0,0.0,NOW,
1,2022-10-04,402.1300048828125,413.6600036621094,400.8299865722656,411.54998779296875,1978800.0,0.0,0.0,NOW,
2,2022-10-05,402.75,425.75,402.010009765625,420.5799865722656,1771800.0,0.0,0.0,NOW,
3,2022-10-06,422.1199951171875,433.3900146484375,416.5400085449219,418.42999267578125,1743600.0,0.0,0.0,NOW,
4,2022-10-07,410.0,412.42999267578125,398.9599914550781,401.2099914550781,1235100.0,0.0,0.0,NOW,
0,2022-09-30,48110.0,48650.0,47850.0,47900.0,797300.0,0.0,0.0,6861.T,
1,2022-10-03,47280.0,48840.0,47240.0,48430.0,645900.0,0.0,0.0,6861.T,
2,2022-10-04,49800.0,50250.0,49300.0,50250.0,896700.0,0.0,0.0,6861.T,
3,2022-10-05,51160.0,51820.0,50610.0,51620.0,903600.0,0.0,0.0,6861.T,
4,2022-10-06,51230.0,52320.0,51200.0,52180.0,707800.0,0.0,0.0,6861.T,
5,2022-10-07,51110.0,52240.0,50900.0,51930.0,643900.0,0.0,0.0,6861.T,
0,2022-10-03,83.04000091552734,87.61000061035156,83.01000213623047,86.25,9631500.0,0.0,0.0,AMAT,
1,2022-10-04,89.12000274658203,90.2699966430664,88.47000122070312,89.41000366210938,7914900.0,0.0,0.0,AMAT,
2,2022-10-05,87.6500015258789,90.16999816894531,86.19000244140625,89.22000122070312,7608600.0,0.0,0.0,AMAT,
3,2022-10-06,88.9800033569336,91.19000244140625,87.87999725341797,88.12000274658203,6686700.0,0.0,0.0,AMAT,
4,2022-10-07,85.16999816894531,85.54000091552734,82.0199966430664,82.5999984741211,10029500.0,0.0,0.0,AMAT,
0,2022-10-03,49.380001068115234,49.595001220703125,48.09000015258789,49.52000045776367,9728000.0,0.0,0.0,JD,
1,2022-10-04,50.66999816894531,52.9900016784668,50.41999816894531,52.040000915527344,8173600.0,0.0,0.0,JD,
2,2022-10-05,53.68000030517578,54.380001068115234,52.40999984741211,52.97999954223633,9187100.0,0.0,0.0,JD,
3,2022-10-06,52.54999923706055,53.06999969482422,51.63999938964844,51.65999984741211,6967200.0,0.0,0.0,JD,
4,2022-10-07,50.400001525878906,50.959999084472656,49.20000076293945,49.90999984741211,8243600.0,0.0,0.0,JD,
0,2022-10-03,141.27999877929688,146.61000061035156,139.85000610351562,145.1300048828125,4708300.0,0.0,0.0,ADI,
1,2022-10-04,148.25,151.75,148.00999450683594,150.85000610351562,4181800.0,0.0,0.0,ADI,
2,2022-10-05,149.10000610351562,152.9600067138672,148.83999633789062,151.88999938964844,3052000.0,0.0,0.0,ADI,
3,2022-10-06,151.3300018310547,153.6199951171875,150.72000122070312,150.97000122070312,2286500.0,0.0,0.0,ADI,
4,2022-10-07,147.6699981689453,148.6300048828125,144.1300048828125,144.9199981689453,4351100.0,0.0,0.0,ADI,
0,2022-10-03,1672.43994140625,1694.0,1626.219970703125,1678.9300537109375,386900.0,0.0,0.0,BKNG,
1,2022-10-04,1728.989990234375,1765.530029296875,1727.199951171875,1759.0400390625,466100.0,0.0,0.0,BKNG,
2,2022-10-05,1726.81005859375,1745.0,1709.5699462890625,1726.7099609375,350300.0,0.0,0.0,BKNG,
3,2022-10-06,1723.6700439453125,1732.9100341796875,1692.6099853515625,1709.72998046875,371300.0,0.0,0.0,BKNG,
4,2022-10-07,1680.77001953125,1699.030029296875,1668.1199951171875,1685.1600341796875,443400.0,0.0,0.0,BKNG,
0,2022-09-30,115.26000213623047,117.33999633789062,114.22000122070312,116.94000244140625,1072431.0,0.0,0.0,SU.PA,
1,2022-10-03,115.23999786376953,117.05999755859375,112.45999908447266,116.62000274658203,605591.0,0.0,0.0,SU.PA,
2,2022-10-04,118.37999725341797,124.04000091552734,117.68000030517578,123.9800033569336,1218840.0,0.0,0.0,SU.PA,
3,2022-10-05,122.63999938964844,124.31999969482422,122.19999694824219,123.26000213623047,746663.0,0.0,0.0,SU.PA,
4,2022-10-06,124.05999755859375,124.33999633789062,122.0999984741211,122.5999984741211,706214.0,0.0,0.0,SU.PA,
5,2022-10-07,121.58000183105469,122.36000061035156,118.04000091552734,118.72000122070312,809089.0,0.0,0.0,SU.PA,
0,2022-10-03,51.0,52.4900016784668,46.18000030517578,48.5,294300.0,0.0,0.0,HKD,
1,2022-10-04,49.439998626708984,51.59000015258789,47.0,48.25,219400.0,0.0,0.0,HKD,
2,2022-10-05,48.59000015258789,48.59000015258789,43.59000015258789,43.75,196100.0,0.0,0.0,HKD,
3,2022-10-06,44.900001525878906,53.0,43.04999923706055,43.310001373291016,552900.0,0.0,0.0,HKD,
4,2022-10-07,43.0,45.0,37.0,37.65999984741211,262600.0,0.0,0.0,HKD,
0,2022-10-03,105.48999786376953,106.3499984741211,102.18000030517578,105.0,6208900.0,0.0,0.0,ABNB,
1,2022-10-04,109.13999938964844,111.61000061035156,108.68000030517578,110.80999755859375,4835000.0,0.0,0.0,ABNB,
2,2022-10-05,110.5199966430664,112.33999633789062,107.83999633789062,111.76000213623047,4008700.0,0.0,0.0,ABNB,
3,2022-10-06,112.0,114.41000366210938,110.19999694824219,111.58000183105469,3446500.0,0.0,0.0,ABNB,
4,2022-10-07,108.87000274658203,109.53199768066406,107.0999984741211,108.54000091552734,3348800.0,0.0,0.0,ABNB,
0,2022-10-03,214.5500030517578,219.80999755859375,210.00999450683594,217.3300018310547,1452800.0,0.0,0.0,TEAM,
1,2022-10-04,226.66000366210938,236.55999755859375,223.7100067138672,236.2100067138672,2317400.0,0.0,0.0,TEAM,
2,2022-10-05,230.47999572753906,244.66000366210938,229.5749969482422,242.4600067138672,1793200.0,0.0,0.0,TEAM,
3,2022-10-06,244.57000732421875,246.14999389648438,237.16000366210938,238.99000549316406,1102900.0,0.0,0.0,TEAM,
4,2022-10-07,231.94000244140625,233.61000061035156,225.3000030517578,228.24000549316406,1327000.0,0.0,0.0,TEAM,
0,2022-10-03,372.29998779296875,396.760009765625,370.7200012207031,389.67999267578125,2530000.0,0.0,0.0,LRCX,
1,2022-10-04,402.7799987792969,408.5,397.510009765625,400.6300048828125,2056600.0,0.0,0.0,LRCX,
2,2022-10-05,391.94000244140625,404.7099914550781,385.010009765625,399.9100036621094,1407000.0,0.0,0.0,LRCX,
3,2022-10-06,398.6099853515625,407.44000244140625,395.2099914550781,397.6000061035156,1358600.0,0.0,0.0,LRCX,
4,2022-10-07,386.6700134277344,388.6600036621094,371.7799987792969,374.8399963378906,2079600.0,0.0,0.0,LRCX,
0,2022-10-03,50.90259885546642,52.9782213277008,50.53337894120638,51.611106872558594,24632400.0,0.0,0.0,MU,
1,2022-10-04,53.44723044240867,54.694598559287144,52.54912387559,53.84638595581055,24275500.0,0.0,0.0,MU,
2,2022-10-05,52.76866187710389,55.08377679726943,52.060153893720894,54.61476516723633,20418300.0,0.0,0.0,MU,
3,2022-10-06,54.28546304901305,54.99396723989324,53.18777680032661,54.50499725341797,17149400.0,0.0,0.0,MU,
4,2022-10-07,53.560001373291016,54.650001525878906,52.5099983215332,52.90999984741211,21972000.0,0.115,0.0,MU,
0,2022-10-03,94.33000183105469,95.98999786376953,93.20999908447266,95.41999816894531,3827100.0,0.0,0.0,FISV,
1,2022-10-04,96.66000366210938,98.9800033569336,96.55999755859375,98.7300033569336,3416600.0,0.0,0.0,FISV,
2,2022-10-05,97.94000244140625,101.02999877929688,97.77999877929688,100.55000305175781,2967300.0,0.0,0.0,FISV,
3,2022-10-06,99.88999938964844,100.91999816894531,98.87000274658203,99.08000183105469,3548600.0,0.0,0.0,FISV,
4,2022-10-07,98.33999633789062,99.04000091552734,97.58000183105469,98.69999694824219,3787200.0,0.0,0.0,FISV,
0,2022-10-03,573.1199951171875,581.469970703125,570.469970703125,578.9000244140625,425300.0,0.0,0.0,EQIX,
1,2022-10-04,583.0,595.760009765625,582.719970703125,587.8300170898438,519500.0,0.0,0.0,EQIX,
2,2022-10-05,577.4600219726562,582.969970703125,571.0,578.4099731445312,344800.0,0.0,0.0,EQIX,
3,2022-10-06,577.4400024414062,581.4099731445312,555.3800048828125,557.4299926757812,585100.0,0.0,0.0,EQIX,
4,2022-10-07,549.739990234375,554.27001953125,538.0800170898438,541.8599853515625,473400.0,0.0,0.0,EQIX,
0,2022-10-03,74.41000366210938,74.80000305175781,74.11000061035156,74.36000061035156,4561900.0,0.0,0.0,ATVI,
1,2022-10-04,74.70999908447266,75.37999725341797,74.55999755859375,75.0,9470300.0,0.0,0.0,ATVI,
2,2022-10-05,74.83999633789062,75.0,73.83000183105469,74.11000061035156,7543700.0,0.0,0.0,ATVI,
3,2022-10-06,74.08999633789062,74.38999938964844,73.6500015258789,73.83000183105469,5820200.0,0.0,0.0,ATVI,
4,2022-10-07,73.58999633789062,73.7300033569336,73.04000091552734,73.3499984741211,4207200.0,0.0,0.0,ATVI,
0,2022-10-03,26.760000228881836,26.899999618530273,25.959999084472656,26.719999313354492,19940800.0,0.0,0.0,UBER,
1,2022-10-04,27.625,29.25,27.600000381469727,29.190000534057617,25462200.0,0.0,0.0,UBER,
2,2022-10-05,28.479999542236328,29.649999618530273,28.309999465942383,29.18000030517578,21458500.0,0.0,0.0,UBER,
3,2022-10-06,29.200000762939453,30.239999771118164,28.959999084472656,29.729999542236328,25399500.0,0.0,0.0,UBER,
4,2022-10-07,28.829999923706055,28.860000610351562,27.920000076293945,28.06999969482422,19678800.0,0.0,0.0,UBER,
0,2022-10-03,62.40999984741211,62.95000076293945,60.7599983215332,62.650001525878906,5375900.0,0.0,0.0,PDD,
1,2022-10-04,64.5,67.68000030517578,63.880001068115234,66.47000122070312,8382400.0,0.0,0.0,PDD,
2,2022-10-05,66.5,68.12000274658203,65.3499984741211,66.16999816894531,6329800.0,0.0,0.0,PDD,
3,2022-10-06,66.2699966430664,67.5,65.13999938964844,65.26000213623047,5248700.0,0.0,0.0,PDD,
4,2022-10-07,63.9900016784668,64.33000183105469,62.58000183105469,63.560001373291016,4823100.0,0.0,0.0,PDD,
0,2022-10-03,76.13999938964844,76.86000061035156,74.69999694824219,76.33999633789062,7853600.0,0.0,0.0,FIS,
1,2022-10-04,77.87000274658203,79.94000244140625,77.41000366210938,79.54000091552734,3300300.0,0.0,0.0,FIS,
2,2022-10-05,78.69000244140625,80.12999725341797,78.37999725341797,79.5999984741211,2786400.0,0.0,0.0,FIS,
3,2022-10-06,79.0999984741211,79.73999786376953,77.55999755859375,77.6500015258789,4435200.0,0.0,0.0,FIS,
4,2022-10-07,76.58999633789062,77.30000305175781,76.16000366210938,77.0999984741211,4823900.0,0.0,0.0,FIS,
